group_id,walkDist,walkTime,transitDist,transitTime,totalDist,totalTime,modes
3849455,157,161,11133,2305,11290,2962s,"{'BUS', 'WALK'}"
2162156,1034,877,2040,573,3074,1450s,"{'BUS', 'WALK'}"
994254,849,720,19997,2069,20846,3161s,"{'SUBWAY', 'BUS', 'WALK'}"
1348865,854,726,6750,1516,7604,2970s,"{'BUS', 'WALK'}"
3680183,1539,1296,7347,1787,8886,3111s,"{'BUS', 'WALK'}"
1954163,853,735,3059,1166,3912,2255s,"{'BUS', 'WALK'}"
1803145,801,704,4647,818,5448,1833s,"{'BUS', 'WALK'}"
2094209,323,290,1318,428,1641,720s,"{'BUS', 'WALK'}"
122400,1565,1285,29867,2985,31432,4511s,"{'SUBWAY', 'BUS', 'WALK'}"
186567,381,342,1699,537,2080,880s,"{'BUS', 'WALK'}"
1362516,882,735,12403,1673,13285,2723s,"{'BUS', 'WALK'}"
919251,1099,1105,4358,540,5457,1646s,"{'SUBWAY', 'WALK'}"
1157147,271,250,1118,411,1389,661s,"{'BUS', 'WALK'}"
3188548,594,512,4740,1458,5334,1978s,"{'BUS', 'WALK'}"
1787076,287,254,1249,464,1536,719s,"{'BUS', 'WALK'}"
2090029,1181,1047,21934,2161,23115,3547s,"{'SUBWAY', 'BUS', 'WALK'}"
543074,1336,1177,7478,900,8814,2077s,"{'SUBWAY', 'WALK'}"
2488379,1056,893,5426,1335,6482,2244s,"{'BUS', 'WALK'}"
2724016,689,615,1943,434,2632,1074s,"{'BUS', 'WALK'}"
1274259,830,727,5617,930,6447,1666s,"{'SUBWAY', 'WALK'}"
2394936,1656,1440,5844,660,7500,2100s,"{'SUBWAY', 'WALK'}"
1216246,1570,1493,31977,4230,33547,6372s,"{'SUBWAY', 'TRAM', 'BUS', 'WALK'}"
1508936,1093,901,3928,936,5021,1837s,"{'BUS', 'WALK'}"
1263777,1558,1326,12974,1942,14532,3519s,"{'BUS', 'WALK'}"
1633787,1529,1305,2703,596,4232,1902s,"{'BUS', 'WALK'}"
1398559,555,493,2634,794,3189,1709s,"{'BUS', 'WALK'}"
1391406,875,713,825,279,1700,1003s,"{'BUS', 'WALK'}"
1709554,2227,1912,28148,2550,30375,4462s,"{'SUBWAY', 'WALK'}"
3828639,997,889,4304,570,5301,1459s,"{'SUBWAY', 'WALK'}"
76030,1577,1458,15666,1689,17243,3622s,"{'SUBWAY', 'BUS', 'WALK'}"
1593811,862,741,5864,1081,6726,2256s,"{'BUS', 'WALK'}"
1638175,323,451,12209,1934,12532,3135s,"{'SUBWAY', 'BUS', 'WALK'}"
407802,914,934,11911,1628,12825,2849s,"{'SUBWAY', 'BUS', 'WALK'}"
3658667,674,740,8539,1140,9213,2169s,"{'SUBWAY', 'WALK'}"
